titles,platforms,metascore,userscore,genre,date
Kingdom: Two Crowns,Switch,84,7.2,action,11-Dec-18
Battle Princess Madelyn,Xbox One,69,6.5,action,6-Dec-18
Battle Princess Madelyn,PC,73,6.7,action,5-Dec-18
Toki,Switch,66,6.8,action,4-Dec-18
Persona 3: Dancing in Moonlight,PlayStation 4,73,6,action,4-Dec-18
Persona 5: Dancing in Starlight,PlayStation 4,72,6,action,4-Dec-18
Override: Mech City Brawl,PlayStation 4,59,7,action,4-Dec-18
Override: Mech City Brawl,Xbox One,64,6.9,action,4-Dec-18
GODS Remastered,Xbox One,56,6.5,action,4-Dec-18
Asterix & Obelix XXL 2,Switch,61,5.6,action,29-Nov-18
Asterix & Obelix XXL 2,PlayStation 4,61,6.8,action,29-Nov-18
Asterix & Obelix XXL 2,Xbox One,63,7.4,action,29-Nov-18
NAIRI: Tower of Shirin,Switch,72,7.3,action,28-Nov-18
Squishies,PlayStation 4,71,6.7,action,20-Nov-18
Sunset Overdrive,PC,83,7.3,action,16-Nov-18
Trine: Enchanted Edition,Switch,73,6.3,action,9-Nov-18
Mercenaries Wings: The False Phoenix,Switch,64,6,action,8-Nov-18
OVERKILL's The Walking Dead,PC,51,5.2,action,6-Nov-18
Omen of Sorrow,PlayStation 4,64,5,action,6-Nov-18
Taiko no Tatsujin: Drum Session!,PlayStation 4,70,7.1,action,2-Nov-18
Save me Mr Tako: Tasukete Tako-San,Switch,66,6.8,action,30-Oct-18
Gal Metal,Switch,61,6.6,action,30-Oct-18
My Hero One's Justice,PlayStation 4,68,6.4,action,26-Oct-18
Party Hard 2,PC,74,7.2,action,25-Oct-18
Friday the 13th: Killer Puzzle,Switch,76,7.2,action,25-Oct-18
Just Dance 2019,PlayStation 4,77,5.8,action,23-Oct-18
Just Dance 2019,Xbox One,77,5.8,action,23-Oct-18
Just Dance 2019,Switch,72,6.1,action,23-Oct-18
SoulCalibur VI,Xbox One,84,5.2,action,19-Oct-18
SoulCalibur VI,PlayStation 4,84,6.6,action,19-Oct-18
The Legend of Evil,Switch,70,7,action,19-Oct-18
SoulCalibur VI,PC,80,5.2,action,18-Oct-18
Zarvot,Switch,72,7,action,18-Oct-18
Warriors Orochi 4,PlayStation 4,72,7.4,action,16-Oct-18
Warriors Orochi 4,Switch,60,6.9,action,16-Oct-18
Warriors Orochi 4,Xbox One,68,7,action,16-Oct-18
The Missing: JJ Macfield and the Island of Memories,PlayStation 4,77,6.9,action,15-Oct-18
"Guns, Gore & Cannoli 2",Xbox One,79,6.8,action,12-Oct-18
The Missing: JJ Macfield and the Island of Memories,PC,78,6.4,action,11-Oct-18
The Missing: JJ Macfield and the Island of Memories,Xbox One,84,7,action,11-Oct-18
The Missing: JJ Macfield and the Island of Memories,Switch,74,6.8,action,11-Oct-18
My Memory of Us,Xbox One,69,5.3,action,10-Oct-18
My Memory of Us,PC,69,6,action,9-Oct-18
My Memory of Us,PlayStation 4,67,6.1,action,9-Oct-18
Evasion,PlayStation 4,76,5.8,action,9-Oct-18
Marble It Up!,Switch,74,7.4,action,29-Sep-18
Pig Eat Ball,PC,83,6.5,action,26-Sep-18
Timespinner,PC,73,6.1,action,25-Sep-18
Timespinner,PlayStation 4,81,6,action,25-Sep-18
The Escapists: Complete Edition,Switch,67,6.2,action,25-Sep-18
Dark Eclipse,PlayStation 4,65,6.7,action,25-Sep-18
Hover,Switch,53,6.4,action,20-Sep-18
Retimed,Switch,72,7.4,action,20-Sep-18
The Swindle,Switch,63,7,action,17-Sep-18
Nefarious,Switch,65,6.8,action,13-Sep-18
Shadow Fight 2,Switch,55,7.1,action,13-Sep-18
SNK Heroines: Tag Team Frenzy,Switch,60,6.6,action,7-Sep-18
SNK Heroines: Tag Team Frenzy,PlayStation 4,60,6.4,action,7-Sep-18
Destiny 2: Forsaken,Xbox One,86,5.5,action,4-Sep-18
Destiny 2: Forsaken,PlayStation 4,82,6.4,action,4-Sep-18
Destiny 2: Forsaken,PC,84,6.1,action,4-Sep-18
Ninjin: Clash of Carrots,PlayStation 4,62,5.5,action,4-Sep-18
Planet Alpha,PlayStation 4,63,6.4,action,4-Sep-18
Planet Alpha,Xbox One,72,7.1,action,4-Sep-18
Shadows: Awakening,PlayStation 4,72,5.9,action,4-Sep-18
Shadows: Awakening,Xbox One,69,6.9,action,4-Sep-18
Ninjin: Clash of Carrots,Switch,76,6.3,action,4-Sep-18
Naruto to Boruto: Shinobi Striker,PlayStation 4,61,6.1,action,31-Aug-18
Naruto to Boruto: Shinobi Striker,Xbox One,60,5.8,action,31-Aug-18
Shadows: Awakening,PC,77,7.1,action,31-Aug-18
Naruto to Boruto: Shinobi Striker,PC,66,7.1,action,30-Aug-18
The VideoKid,Switch,65,5.8,action,30-Aug-18
Azure Reflections,Switch,69,7,action,30-Aug-18
Bad North,PC,74,6.9,action,28-Aug-18
Strange Brigade,PlayStation 4,73,6,action,28-Aug-18
Strange Brigade,Xbox One,75,6.3,action,28-Aug-18
Strange Brigade,PC,68,6.6,action,28-Aug-18
Blade Strangers,PlayStation 4,75,6,action,28-Aug-18
de Blob 2,Switch,75,6.6,action,28-Aug-18
Bad North,Xbox One,65,7.1,action,28-Aug-18
The King's Bird,PC,67,7,action,23-Aug-18
Kero Blaster,Switch,77,6.8,action,23-Aug-18
Brawlout,PlayStation 4,61,5.7,action,21-Aug-18
Brawlout,Xbox One,65,7.2,action,21-Aug-18
Slime Rancher,PlayStation 4,69,7.1,action,21-Aug-18
Track Lab,PlayStation 4,64,5,action,21-Aug-18
Bad North,Switch,72,6.9,action,20-Aug-18
Unexplored: Unlocked Edition,Switch,64,7,action,9-Aug-18
Megaton Rainfall,Switch,63,6.5,action,9-Aug-18
Flipping Death,Xbox One,79,6.3,action,7-Aug-18
Electronauts,PlayStation 4,77,6.2,action,7-Aug-18
Flipping Death,PlayStation 4,76,5.1,action,7-Aug-18
Overcooked! 2,Xbox One,83,6.6,action,7-Aug-18
Flipping Death,PC,75,6.3,action,6-Aug-18
"Guns, Gore & Cannoli 2",Switch,76,7.1,action,2-Aug-18
Chasm,PC,72,6.5,action,30-Jul-18
MARVEL Powers United VR,PC,68,6.6,action,26-Jul-18
Sleep Tight,Switch,64,6,action,26-Jul-18
Semblance,PC,79,6,action,24-Jul-18
Semblance,Switch,74,7.3,action,24-Jul-18
Airheart: Tales of Broken Wings,PlayStation 4,63,5.6,action,24-Jul-18
Aces of the Luftwaffe: Squadron,Xbox One,68,6.6,action,24-Jul-18
Heroki,Switch,68,7.1,action,20-Jul-18
Tempest 4000,PC,76,7.2,action,17-Jul-18
Mothergunship,PlayStation 4,78,5,action,17-Jul-18
Mothergunship,Xbox One,77,7.2,action,17-Jul-18
Mothergunship,PC,72,7.2,action,17-Jul-18
Tempest 4000,PlayStation 4,75,5.3,action,17-Jul-18
Tempest 4000,Xbox One,75,6.8,action,17-Jul-18
Far Cry 5: Lost on Mars,PlayStation 4,57,5.6,action,17-Jul-18
Sonic Mania Plus,Xbox One,89,7.1,action,17-Jul-18
Earthfall,PlayStation 4,54,5.6,action,13-Jul-18
Earthfall,Xbox One,56,5.5,action,13-Jul-18
Captain Toad: Treasure Tracker,3DS,79,6.8,action,13-Jul-18
Rifter,PC,69,7.2,action,12-Jul-18
Galak-Z: Variant S,Switch,62,6.3,action,12-Jul-18
Warhammer: Vermintide 2,Xbox One,83,6.2,action,11-Jul-18
20XX,PlayStation 4,77,7.1,action,10-Jul-18
Animal Force,PlayStation 4,57,5,action,10-Jul-18
Runbow,PlayStation 4,71,5.1,action,3-Jul-18
Red Faction: Guerrilla Re-Mars-tered,PlayStation 4,70,5.1,action,3-Jul-18
Red Faction: Guerrilla Re-Mars-tered,PC,67,5.9,action,3-Jul-18
Fighting EX Layer,PlayStation 4,73,6.7,action,28-Jun-18
de Blob,Switch,72,7.1,action,26-Jun-18
Salary Man Escape VR,PlayStation 4,63,6.7,action,26-Jun-18
Lost in Harmony,Switch,63,6.2,action,21-Jun-18
INK,Switch,68,6.3,action,19-Jun-18
Aggelos,PC,76,5.2,action,19-Jun-18
Super Bomberman R,Xbox One,63,6.5,action,12-Jun-18
Super Bomberman R,PlayStation 4,67,6.1,action,12-Jun-18
Paladins: Champions of the Realm,Switch,74,7.2,action,12-Jun-18
Prey: Mooncrash,PlayStation 4,83,7.1,action,11-Jun-18
Prey: Mooncrash,PC,75,6.4,action,10-Jun-18
Prey: Mooncrash,Xbox One,82,6.7,action,10-Jun-18
Unravel Two,PC,76,6.5,action,9-Jun-18
One Strike,Switch,61,7.2,action,8-Jun-18
BlazBlue: Cross Tag Battle,PlayStation 4,76,6.5,action,5-Jun-18
Shaq Fu: A Legend Reborn,Xbox One,54,5.8,action,5-Jun-18
Riddled Corpses EX,PlayStation 4,71,6.6,action,5-Jun-18
Gunheart,PC,83,6.5,action,4-Jun-18
Earth Atlantis,Xbox One,69,7.4,action,1-Jun-18
FOX n FORESTS,Xbox One,71,7,action,30-May-18
Die for Valhalla!,Switch,70,5.5,action,29-May-18
oOo: Ascension,Xbox One,70,7.3,action,25-May-18
Jumping Joe & Friends,Switch,54,5.3,action,25-May-18
Runner3,PC,78,6,action,22-May-18
Space Hulk: Deathwing,PlayStation 4,55,5.9,action,22-May-18
Runner3,Switch,73,7.3,action,22-May-18
Shio,PlayStation 4,73,5,action,22-May-18
FOX n FORESTS,Switch,66,7.2,action,17-May-18
FOX n FORESTS,PC,69,6.8,action,17-May-18
FOX n FORESTS,PlayStation 4,65,7,action,17-May-18
Little Witch Academia: Chamber of Time,PlayStation 4,58,6.9,action,15-May-18
Hyper Sentinel,Switch,70,6.4,action,11-May-18
Immortal Redneck,Switch,74,7.4,action,10-May-18
Paladins,PC,83,7.4,action,8-May-18
Death Road to Canada,PlayStation 4,78,6.1,action,8-May-18
Raging Justice,PlayStation 4,61,6,action,8-May-18
Raging Justice,Switch,62,5.8,action,8-May-18
Shantae: Half-Genie Hero - Ultimate Edition,PlayStation 4,85,7.4,action,8-May-18
Timberman VS,Switch,53,6,action,3-May-18
Killing Floor: Incursion,PlayStation 4,68,5.4,action,1-May-18
PositronX,PC,63,6.7,action,27-Apr-18
Jotun: Valhalla Edition,Switch,74,6.6,action,27-Apr-18
Light Fall,PC,69,6.8,action,26-Apr-18
Light Fall,Switch,72,7.2,action,26-Apr-18
Solo,PC,77,6.6,action,26-Apr-18
A Robot Named Fight!,Switch,71,7.4,action,26-Apr-18
Bullet Witch,PC,51,5.8,action,25-Apr-18
Gal*Gun 2,Switch,62,7.1,action,24-Apr-18
Gal*Gun 2,PlayStation 4,56,7,action,24-Apr-18
Murderous Pursuits,PC,63,6.8,action,20-Apr-18
The Way Remastered,Switch,63,6.7,action,20-Apr-18
Dusty Raging Fist,PlayStation 4,55,5.6,action,12-Apr-18
Robocraft Infinity,Xbox One,55,6.4,action,11-Apr-18
Bombslinger,Switch,76,7.1,action,11-Apr-18
Operation Warcade,PlayStation 4,67,6.3,action,11-Apr-18
Sling Ming,Switch,61,6,action,5-Apr-18
The Adventure Pals,PC,78,7,action,3-Apr-18
The Adventure Pals,PlayStation 4,72,6.1,action,3-Apr-18
The Adventure Pals,Xbox One,80,7.2,action,3-Apr-18
Devious Dungeon,Switch,59,6.4,action,30-Mar-18
Shadow Bug,Switch,74,6,action,30-Mar-18
The Adventures of Bertram Fiddle: Episode 1 - A Dreadly Business,Switch,73,6.5,action,29-Mar-18
Far Cry 5,PlayStation 4,81,6.8,action,27-Mar-18
Far Cry 5,Xbox One,82,6.8,action,27-Mar-18
Far Cry 5,PC,78,6.2,action,27-Mar-18
Gekido: Kintaro's Revenge,Switch,65,7.2,action,22-Mar-18
Attack on Titan 2,Xbox One,74,6.8,action,20-Mar-18
Octahedron,PlayStation 4,80,7.1,action,20-Mar-18
Attack on Titan 2,Switch,72,7.1,action,20-Mar-18
Tesla vs Lovecraft,Xbox One,75,7.2,action,16-Mar-18
Tesla vs Lovecraft,Switch,74,7.1,action,16-Mar-18
Clustertruck,Switch,74,6.4,action,15-Mar-18
Neonwall,Switch,54,6.1,action,15-Mar-18
Attack on Titan 2,PC,78,6.8,action,14-Mar-18
The American Dream,PlayStation 4,67,6.4,action,14-Mar-18
Q.U.B.E. 2,PlayStation 4,76,7.1,action,13-Mar-18
Q.U.B.E. 2,Xbox One,78,7.3,action,13-Mar-18
Q.U.B.E. 2,PC,76,7.4,action,13-Mar-18
Tesla vs Lovecraft,PlayStation 4,71,6.6,action,13-Mar-18
Flinthook,Switch,77,7,action,9-Mar-18
"I, Zombie",Switch,64,6,action,8-Mar-18
Way of the Passive Fist,PlayStation 4,64,6.9,action,6-Mar-18
Scribblenauts Showdown,PlayStation 4,64,6.9,action,6-Mar-18
Pit People,Xbox One,79,7.4,action,2-Mar-18
Tekken Mobile,iOS,70,6.4,action,1-Mar-18
Immortal Redneck,PlayStation 4,73,6.7,action,27-Feb-18
Immortal Redneck,Xbox One,78,7.4,action,27-Feb-18
Payday 2,Switch,60,5,action,27-Feb-18
Blasters of the Universe,PlayStation 4,76,7.2,action,27-Feb-18
de Blob 2,PlayStation 4,68,5.7,action,27-Feb-18
Sword Art Online: Fatal Bullet,PlayStation 4,64,7.3,action,23-Feb-18
Sword Art Online: Fatal Bullet,Xbox One,72,7.4,action,23-Feb-18
Sword Art Online: Fatal Bullet,PC,61,7.4,action,23-Feb-18
Typoman: Revised,Switch,68,6.6,action,22-Feb-18
Membrane,Switch,71,7.4,action,22-Feb-18
Radiation Island,Switch,54,6.8,action,22-Feb-18
Rad Rodgers,PC,73,5.9,action,21-Feb-18
Rad Rodgers,Xbox One,67,5.9,action,21-Feb-18
Xenon Valkyrie+,Xbox One,56,6.7,action,21-Feb-18
Rad Rodgers,PlayStation 4,66,5.6,action,21-Feb-18
Apex Construct,PlayStation 4,72,6.6,action,20-Feb-18
Fe,PC,73,5,action,16-Feb-18
Fe,Xbox One,70,7.3,action,16-Feb-18
Fe,PlayStation 4,70,6.5,action,16-Feb-18
Fe,Switch,72,6.8,action,16-Feb-18
Xeodrifter,Switch,71,5.8,action,15-Feb-18
The Seven Deadly Sins: Knights of Britannia,PlayStation 4,55,6.3,action,9-Feb-18
Under Night In-Birth Exe:Late[st],PlayStation 4,78,7.4,action,9-Feb-18
Bleed 2,Xbox One,78,6.2,action,9-Feb-18
Dandara,Switch,73,7.4,action,6-Feb-18
Dandara,PC,70,7.4,action,6-Feb-18
Dandara,iOS,81,7.1,action,6-Feb-18
Mercenary Kings: Reloaded Edition,Switch,69,6,action,6-Feb-18
Bleed 2,PlayStation 4,79,7,action,6-Feb-18
Black Hole,Switch,68,7,action,6-Feb-18
Wulverblade,Xbox One,77,7.4,action,31-Jan-18
Candleman: The Complete Journey,PC,76,6.3,action,31-Jan-18
Wulverblade,PC,75,6.7,action,30-Jan-18
Dissidia: Final Fantasy NT,PlayStation 4,67,7.3,action,30-Jan-18
Strikers Edge,PlayStation 4,68,6,action,30-Jan-18
Wulverblade,PlayStation 4,76,6.4,action,30-Jan-18
Celeste,Xbox One,94,7.4,action,26-Jan-18
Tesla vs Lovecraft,PC,73,6.7,action,26-Jan-18
Dragon Ball FighterZ,PC,85,7.4,action,26-Jan-18
Space Dave!,Switch,72,7.4,action,25-Jan-18
Tachyon Project,Switch,67,6.2,action,25-Jan-18
Earth Wars,Switch,68,7.1,action,25-Jan-18
OK K.O.! Let's Play Heroes,PlayStation 4,69,5.1,action,23-Jan-18
Shu,Switch,72,6.5,action,23-Jan-18
OK K.O.! Let's Play Heroes,Xbox One,57,6.3,action,23-Jan-18
ChromaGun,Switch,69,7,action,22-Jan-18
Baseball Riot,Switch,51,5.6,action,19-Jan-18
Nantucket,PC,74,7.4,action,18-Jan-18
Full Metal Furies,Xbox One,75,6.4,action,17-Jan-18
Street Fighter V: Arcade Edition,PlayStation 4,87,6.5,action,16-Jan-18
Street Fighter V: Arcade Edition,PC,89,7.1,action,16-Jan-18
The Escapists 2,Switch,73,6.7,action,11-Jan-18
Furi,Switch,74,7.1,action,11-Jan-18
Albert & Otto: The Adventure Begins,Xbox One,63,6,action,10-Jan-18
Stikbold! Dodgeball Adventure! Deluxe,Switch,70,7.4,action,4-Jan-18
The Next Penelope,Switch,79,7.1,action,21-Dec-17
Frederic: Resurrection of Music,Switch,68,5.5,action,21-Dec-17
Sonic Runners Adventure,iOS,78,7.1,action,20-Dec-17
Brawlout,Switch,60,5.7,action,19-Dec-17
Shooty Fruity,PlayStation 4,79,7,action,19-Dec-17
Unepic,Switch,65,6.8,action,15-Dec-17
Yooka-Laylee,Switch,75,7.3,action,14-Dec-17
Bleed,Switch,75,7.3,action,14-Dec-17
One More Dungeon,Switch,64,6,action,14-Dec-17
Hammerwatch,Switch,70,7.1,action,14-Dec-17
Black The Fall,Switch,68,5.5,action,14-Dec-17
Gang Beasts,PlayStation 4,68,6.6,action,12-Dec-17
LocoRoco 2 Remastered,PlayStation 4,79,7.4,action,9-Dec-17
Dimension Drive,Switch,72,7.4,action,7-Dec-17
Red Game Without A Great Name,Switch,62,5.9,action,7-Dec-17
Vostok Inc.,Switch,65,7.1,action,7-Dec-17
Phantom Breaker: Battle Grounds Overdrive,Switch,69,7,action,7-Dec-17
Caveman Warriors,Switch,52,5.6,action,5-Dec-17
Sky Force Reloaded,Xbox One,86,7,action,1-Dec-17
Serial Cleaner,Switch,75,7.3,action,30-Nov-17
Star Ghost,Switch,72,7.4,action,30-Nov-17
Crimsonland,Switch,61,6.2,action,24-Nov-17
Stick it to the Man!,Switch,74,6.2,action,23-Nov-17
Unbox: Newbie's Adventure,Switch,52,6.1,action,21-Nov-17
Gear.Club Unlimited,Switch,64,6.4,action,21-Nov-17
Battle Chef Brigade,PC,80,7,action,20-Nov-17
Wuppo,PlayStation 4,70,7.1,action,17-Nov-17
SG/ZH: School Girl Zombie Hunter,PlayStation 4,59,6.2,action,17-Nov-17
Aces of the Luftwaffe: Squadron,Switch,71,7,action,17-Nov-17
Xenoraid,Switch,61,6.2,action,17-Nov-17
Tower 57,PC,72,6.8,action,16-Nov-17
RiME,Switch,64,6,action,14-Nov-17
LEGO Marvel Super Heroes 2,Switch,76,7.1,action,14-Nov-17
LEGO Marvel Super Heroes 2,PlayStation 4,73,7.1,action,14-Nov-17
LEGO Marvel Super Heroes 2,Xbox One,74,7.3,action,14-Nov-17
Lumo,Switch,77,7.2,action,14-Nov-17
De Blob,PlayStation 4,65,5.5,action,14-Nov-17
Tallowmere,Switch,62,7,action,9-Nov-17
Marvel's Guardians of the Galaxy - Episode 5: Don't Stop Believin',PlayStation 4,72,6.1,action,7-Nov-17
Sonic Forces,Switch,57,6.9,action,7-Nov-17
Sonic Forces,Xbox One,62,7.1,action,7-Nov-17
Sonic Forces,PlayStation 4,57,6.6,action,7-Nov-17
Super Lucky's Tale,PC,59,7.2,action,7-Nov-17
Sonic Forces,PC,56,6.2,action,7-Nov-17
Super Lucky's Tale,Xbox One,64,7,action,7-Nov-17
Assault Android Cactus,Xbox One,84,6.2,action,7-Nov-17
Marvel's Guardians of the Galaxy - Episode 5: Don't Stop Believin',PC,68,7.4,action,7-Nov-17
Super Beat Sports,Switch,68,7.1,action,2-Nov-17
King Oddball,Switch,66,5.6,action,30-Oct-17
Wolfenstein II: The New Colossus,PC,86,6.8,action,27-Oct-17
Wolfenstein II: The New Colossus,PlayStation 4,87,7.3,action,27-Oct-17
Wolfenstein II: The New Colossus,Xbox One,88,6.5,action,27-Oct-17
Nights of Azure 2: Bride of the New Moon,PlayStation 4,66,7,action,24-Oct-17
The Mummy Demastered,PC,78,6.3,action,24-Oct-17
Just Dance 2018,PlayStation 4,75,5.8,action,24-Oct-17
Just Dance 2018,Switch,71,5.9,action,24-Oct-17
SingStar Celebration,PlayStation 4,65,6.1,action,24-Oct-17
The Mummy Demastered,PlayStation 4,75,7.2,action,24-Oct-17
The Mummy Demastered,Xbox One,73,7.3,action,24-Oct-17
Poi: Explorer Edition,Switch,65,7,action,23-Oct-17
High Hell,PC,79,7.2,action,23-Oct-17
Spelunker Party!,Switch,65,6.6,action,19-Oct-17
JYDGE,Switch,67,6.9,action,19-Oct-17
Freaky Awesome,PC,54,7.3,action,18-Oct-17
Putty Pals,Switch,73,6.6,action,18-Oct-17
Megaton Rainfall,PlayStation 4,72,6.6,action,17-Oct-17
Rogue Trooper Redux,Switch,60,6.3,action,17-Oct-17
Rogue Trooper Redux,PC,60,5.9,action,17-Oct-17
Rogue Trooper Redux,PlayStation 4,59,7.1,action,17-Oct-17
Rogue Trooper Redux,Xbox One,61,7.2,action,17-Oct-17
Neon Chrome,Switch,67,7.1,action,12-Oct-17
Squareboy vs. Bullies: Arena Edition,Switch,50,5,action,12-Oct-17
Raiden V: Director's Cut,PlayStation 4,73,6.4,action,10-Oct-17
88 Heroes: 98 Heroes Edition,Switch,65,6.4,action,10-Oct-17
Marvel's Guardians of the Galaxy - Episode 4: Who Needs You,PlayStation 4,68,6.7,action,10-Oct-17
Marvel's Guardians of the Galaxy - Episode 4: Who Needs You,Xbox One,73,6.5,action,10-Oct-17
Marvel's Guardians of the Galaxy - Episode 4: Who Needs You,PC,71,6.5,action,10-Oct-17
Raw Data,PlayStation 4,71,6.8,action,10-Oct-17
Raw Data,PC,87,6.6,action,5-Oct-17
Earth Atlantis,Switch,71,7.1,action,5-Oct-17
N++,Xbox One,88,5.5,action,4-Oct-17
JYDGE,PlayStation 4,76,6.6,action,3-Oct-17
Expand,PlayStation 4,76,7.3,action,3-Oct-17
Gundam Versus,PlayStation 4,68,6.4,action,29-Sep-17
One Piece: Unlimited World Red - Deluxe Edition,Switch,68,7.1,action,29-Sep-17
INVERSUS Deluxe,Switch,70,7.4,action,28-Sep-17
Astro Bears Party,Switch,57,6.6,action,28-Sep-17
Modern Combat Versus,iOS,67,5.8,action,27-Sep-17
Hob,PlayStation 4,79,6.9,action,26-Sep-17
Pinball FX3,PC,89,6.9,action,26-Sep-17
Pinball FX3,PlayStation 4,78,6.1,action,26-Sep-17
Pinball FX3,Xbox One,85,6.6,action,26-Sep-17
Light Tracer,PlayStation 4,68,6.3,action,26-Sep-17
SteamWorld Dig 2,PlayStation 4,85,7.1,action,26-Sep-17
Pinball FX3: Universal Classics Pinball,Xbox One,90,6,action,26-Sep-17
Figment,PC,77,7,action,22-Sep-17
Heat Signature,PC,79,7.2,action,21-Sep-17
DropMix,iOS,82,6.8,action,20-Sep-17
Super Hydorah,Xbox One,82,6.9,action,20-Sep-17
Marvel vs. Capcom: Infinite,PC,69,5.3,action,19-Sep-17
Marvel vs. Capcom: Infinite,Xbox One,77,5.3,action,19-Sep-17
Hidden Dragon Legend,PlayStation 4,52,5.3,action,19-Sep-17
Atomega,PC,65,6.5,action,19-Sep-17
Pankapu,PlayStation 4,69,6.4,action,19-Sep-17
The Solus Project,PlayStation 4,65,6.9,action,18-Sep-17
Nidhogg 2,PlayStation 4,73,5.9,action,15-Sep-17
Robonauts,Switch,71,6.8,action,15-Sep-17
Semispheres,Switch,72,7,action,14-Sep-17
Planet of the Eyes,Xbox One,64,5.8,action,12-Sep-17
Senran Kagura: Peach Beach Splash,PlayStation 4,70,7.3,action,12-Sep-17
Planet of the Eyes,PlayStation 4,70,5.8,action,12-Sep-17
Destiny 2,PlayStation 4,85,5,action,6-Sep-17
Battlefield 1: In the Name of the Tsar,PC,82,5.7,action,5-Sep-17
Rabi-Ribi,PlayStation 4,80,7.2,action,1-Sep-17
League of Evil,Switch,64,6.1,action,31-Aug-17
Tekken 7 - DLC1: Ultimate TEKKEN BOWL and Additional Costumes,PlayStation 4,53,6.3,action,31-Aug-17
Warriors All-Stars,PlayStation 4,70,6.4,action,29-Aug-17
Killing Floor 2,Xbox One,79,6.8,action,29-Aug-17
The Metronomicon: Slay the Dance Floor,PlayStation 4,79,6.8,action,29-Aug-17
Sneaky Bears,PlayStation 4,73,6.6,action,29-Aug-17
Rock of Ages 2: Bigger & Boulder,PlayStation 4,79,7.1,action,28-Aug-17
One Piece: Unlimited World Red - Deluxe Edition,PlayStation 4,68,6.2,action,25-Aug-17
forma.8,Switch,76,7.4,action,24-Aug-17
Bleed,PlayStation 4,75,5.7,action,22-Aug-17
The Escapists 2,Xbox One,77,6.3,action,22-Aug-17
The Escapists 2,PlayStation 4,75,6.7,action,22-Aug-17
ChromaGun,PlayStation 4,74,6,action,22-Aug-17
Marvel's Guardians of the Galaxy - Episode 3: More Than A Feeling,PC,72,7,action,22-Aug-17
Marvel's Guardians of the Galaxy - Episode 3: More Than A Feeling,PlayStation 4,65,6.3,action,22-Aug-17
The Escapists 2,PC,75,7.4,action,21-Aug-17
Thumper,Xbox One,86,5.5,action,18-Aug-17
Chicken Wiggle,3DS,73,6.6,action,17-Aug-17
Matterfall,PlayStation 4,72,7.3,action,15-Aug-17
Nidhogg 2,PC,80,6.5,action,15-Aug-17
Rez Infinite,PC,89,7.3,action,9-Aug-17
Sine Mora EX,PlayStation 4,81,7.1,action,8-Aug-17
Sine Mora EX,Switch,70,7.3,action,8-Aug-17
LawBreakers,PlayStation 4,76,5.8,action,8-Aug-17
ICEY,PlayStation 4,81,7.2,action,8-Aug-17
LawBreakers,PC,76,6.5,action,4-Aug-17
Strikers 1945,Switch,73,7.2,action,3-Aug-17
Patapon,PlayStation 4,72,6.2,action,1-Aug-17
Hey! Pikmin,3DS,69,6.8,action,28-Jul-17
Ultra Hyperball,Switch,61,6.2,action,28-Jul-17
Solstice Chronicles: MIA,PC,68,6.5,action,26-Jul-17
Vostok Inc.,PlayStation 4,65,6.7,action,26-Jul-17
Fate/Extella: The Umbral Star,Switch,69,6.9,action,25-Jul-17
Smashbox Arena,PlayStation 4,54,5.2,action,25-Jul-17
SUPERHOT,PlayStation 4,83,7.3,action,21-Jul-17
Orcs Must Die! Unchained,PlayStation 4,82,7.2,action,18-Jul-17
Archangel,PlayStation 4,69,7,action,18-Jul-17
99Vidas,PlayStation 4,61,6.5,action,18-Jul-17
Serial Cleaner,PC,64,6.9,action,17-Jul-17
I and Me,Switch,60,6.7,action,13-Jul-17
De Mambo,Switch,69,6.7,action,13-Jul-17
Black The Fall,PlayStation 4,66,6.7,action,11-Jul-17
Black The Fall,Xbox One,68,6.5,action,11-Jul-17
Iron Crypticle,PlayStation 4,75,7,action,11-Jul-17
Serial Cleaner,PlayStation 4,72,7.1,action,11-Jul-17
Kirby's Blowout Blast,3DS,69,7.1,action,6-Jul-17
Call of Duty: Infinite Warfare - Absolution,PlayStation 4,69,5.2,action,6-Jul-17
